instant,dteday,season,yr,holiday,weekday,workingday,weathersit,casual,registered,cnt,time
5616,2011-08-26,fall,2011,not holiday,5,weekend,good,38,152,190,night
5617,2011-08-26,fall,2011,not holiday,5,weekend,good,26,126,152,night
5618,2011-08-26,fall,2011,not holiday,5,weekend,good,22,114,136,night
5619,2011-08-27,fall,2011,not holiday,6,weekday,good,33,112,145,night
5620,2011-08-27,fall,2011,not holiday,6,weekday,good,13,51,64,night
5621,2011-08-27,fall,2011,not holiday,6,weekday,good,18,59,77,night
5622,2011-08-27,fall,2011,not holiday,6,weekday,moderate,8,22,30,night
5623,2011-08-27,fall,2011,not holiday,6,weekday,moderate,1,3,4,night
5624,2011-08-27,fall,2011,not holiday,6,weekday,moderate,1,11,12,Morning
5625,2011-08-27,fall,2011,not holiday,6,weekday,moderate,3,15,18,Morning
5626,2011-08-27,fall,2011,not holiday,6,weekday,moderate,2,26,28,Morning
5627,2011-08-27,fall,2011,not holiday,6,weekday,moderate,14,62,76,Morning
5628,2011-08-27,fall,2011,not holiday,6,weekday,moderate,28,128,156,Morning
5629,2011-08-27,fall,2011,not holiday,6,weekday,moderate,51,154,205,Morning
5630,2011-08-27,fall,2011,not holiday,6,weekday,bad,15,73,88,Morning
5631,2011-08-27,fall,2011,not holiday,6,weekday,bad,11,65,76,Afternoon
5632,2011-08-27,fall,2011,not holiday,6,weekday,bad,10,33,43,Afternoon
5633,2011-08-27,fall,2011,not holiday,6,weekday,bad,4,19,23,Afternoon
5634,2011-08-27,fall,2011,not holiday,6,weekday,bad,2,28,30,Afternoon
5635,2011-08-27,fall,2011,not holiday,6,weekday,bad,10,14,24,Afternoon
5636,2011-08-27,fall,2011,not holiday,6,weekday,bad,2,14,16,Evening
5637,2011-08-28,fall,2011,not holiday,0,weekday,bad,0,1,1,Morning
5638,2011-08-28,fall,2011,not holiday,0,weekday,bad,2,6,8,Morning
5639,2011-08-28,fall,2011,not holiday,0,weekday,good,7,46,53,Morning
5640,2011-08-28,fall,2011,not holiday,0,weekday,good,27,115,142,Morning
5641,2011-08-28,fall,2011,not holiday,0,weekday,good,59,178,237,Morning
5642,2011-08-28,fall,2011,not holiday,0,weekday,good,88,218,306,Afternoon
5643,2011-08-28,fall,2011,not holiday,0,weekday,good,129,302,431,Afternoon
5644,2011-08-28,fall,2011,not holiday,0,weekday,good,157,290,447,Afternoon
5645,2011-08-28,fall,2011,not holiday,0,weekday,good,155,314,469,Afternoon
5646,2011-08-28,fall,2011,not holiday,0,weekday,good,196,295,491,Afternoon
5647,2011-08-28,fall,2011,not holiday,0,weekday,good,145,253,398,Evening
5648,2011-08-28,fall,2011,not holiday,0,weekday,good,145,257,402,Evening
5649,2011-08-28,fall,2011,not holiday,0,weekday,good,140,247,387,Evening
5650,2011-08-28,fall,2011,not holiday,0,weekday,good,64,150,214,Evening
5651,2011-08-28,fall,2011,not holiday,0,weekday,good,60,126,186,night
5652,2011-08-28,fall,2011,not holiday,0,weekday,good,25,73,98,night
5653,2011-08-28,fall,2011,not holiday,0,weekday,good,16,48,64,night
5654,2011-08-29,fall,2011,not holiday,1,weekend,good,13,21,34,night
5655,2011-08-29,fall,2011,not holiday,1,weekend,good,5,15,20,night
5656,2011-08-29,fall,2011,not holiday,1,weekend,good,8,5,13,night
5657,2011-08-29,fall,2011,not holiday,1,weekend,good,1,5,6,night
5658,2011-08-29,fall,2011,not holiday,1,weekend,good,0,3,3,night
5659,2011-08-29,fall,2011,not holiday,1,weekend,good,0,17,17,Morning
5660,2011-08-29,fall,2011,not holiday,1,weekend,good,3,99,102,Morning
5661,2011-08-29,fall,2011,not holiday,1,weekend,good,11,273,284,Morning
5662,2011-08-29,fall,2011,not holiday,1,weekend,good,20,384,404,Morning
5663,2011-08-29,fall,2011,not holiday,1,weekend,good,22,166,188,Morning
5664,2011-08-29,fall,2011,not holiday,1,weekend,good,42,73,115,Morning
5665,2011-08-29,fall,2011,not holiday,1,weekend,good,38,100,138,Morning
5666,2011-08-29,fall,2011,not holiday,1,weekend,moderate,48,159,207,Afternoon
5667,2011-08-29,fall,2011,not holiday,1,weekend,moderate,48,170,218,Afternoon
5668,2011-08-29,fall,2011,not holiday,1,weekend,good,55,127,182,Afternoon
5669,2011-08-29,fall,2011,not holiday,1,weekend,good,56,164,220,Afternoon
5670,2011-08-29,fall,2011,not holiday,1,weekend,good,56,226,282,Afternoon
5671,2011-08-29,fall,2011,not holiday,1,weekend,moderate,67,524,591,Evening
5672,2011-08-29,fall,2011,not holiday,1,weekend,good,60,487,547,Evening
5673,2011-08-29,fall,2011,not holiday,1,weekend,good,50,317,367,Evening
5674,2011-08-29,fall,2011,not holiday,1,weekend,good,50,227,277,Evening
5675,2011-08-29,fall,2011,not holiday,1,weekend,good,34,168,202,night
5676,2011-08-29,fall,2011,not holiday,1,weekend,good,23,119,142,night
5677,2011-08-29,fall,2011,not holiday,1,weekend,good,19,56,75,night
5678,2011-08-30,fall,2011,not holiday,2,weekend,good,10,17,27,night
5679,2011-08-30,fall,2011,not holiday,2,weekend,good,6,7,13,night
5680,2011-08-30,fall,2011,not holiday,2,weekend,good,2,8,10,night
5681,2011-08-30,fall,2011,not holiday,2,weekend,good,2,2,4,night
5682,2011-08-30,fall,2011,not holiday,2,weekend,good,0,6,6,night
5683,2011-08-30,fall,2011,not holiday,2,weekend,good,1,27,28,Morning
5684,2011-08-30,fall,2011,not holiday,2,weekend,good,4,115,119,Morning
5685,2011-08-30,fall,2011,not holiday,2,weekend,good,19,338,357,Morning
5686,2011-08-30,fall,2011,not holiday,2,weekend,good,34,459,493,Morning
5687,2011-08-30,fall,2011,not holiday,2,weekend,good,38,180,218,Morning
5688,2011-08-30,fall,2011,not holiday,2,weekend,good,28,109,137,Morning
5689,2011-08-30,fall,2011,not holiday,2,weekend,good,60,115,175,Morning
5690,2011-08-30,fall,2011,not holiday,2,weekend,good,65,172,237,Afternoon
5691,2011-08-30,fall,2011,not holiday,2,weekend,good,59,170,229,Afternoon
5692,2011-08-30,fall,2011,not holiday,2,weekend,good,58,151,209,Afternoon
5693,2011-08-30,fall,2011,not holiday,2,weekend,good,34,162,196,Afternoon
5694,2011-08-30,fall,2011,not holiday,2,weekend,good,42,295,337,Afternoon
5695,2011-08-30,fall,2011,not holiday,2,weekend,good,62,549,611,Evening
5696,2011-08-30,fall,2011,not holiday,2,weekend,good,60,516,576,Evening
5697,2011-08-30,fall,2011,not holiday,2,weekend,good,68,397,465,Evening
5698,2011-08-30,fall,2011,not holiday,2,weekend,good,39,259,298,Evening
5699,2011-08-30,fall,2011,not holiday,2,weekend,good,43,180,223,night
5700,2011-08-30,fall,2011,not holiday,2,weekend,good,22,121,143,night
5701,2011-08-30,fall,2011,not holiday,2,weekend,good,19,74,93,night
5702,2011-08-31,fall,2011,not holiday,3,weekend,good,8,24,32,night
5703,2011-08-31,fall,2011,not holiday,3,weekend,good,2,13,15,night
5704,2011-08-31,fall,2011,not holiday,3,weekend,good,1,5,6,night
5705,2011-08-31,fall,2011,not holiday,3,weekend,good,2,4,6,night
5706,2011-08-31,fall,2011,not holiday,3,weekend,good,0,5,5,night
5707,2011-08-31,fall,2011,not holiday,3,weekend,good,2,25,27,Morning
5708,2011-08-31,fall,2011,not holiday,3,weekend,good,4,107,111,Morning
5709,2011-08-31,fall,2011,not holiday,3,weekend,good,12,316,328,Morning
5710,2011-08-31,fall,2011,not holiday,3,weekend,good,27,440,467,Morning
5711,2011-08-31,fall,2011,not holiday,3,weekend,good,27,217,244,Morning
5712,2011-08-31,fall,2011,not holiday,3,weekend,good,33,105,138,Morning
5713,2011-08-31,fall,2011,not holiday,3,weekend,good,28,143,171,Morning
5714,2011-08-31,fall,2011,not holiday,3,weekend,good,68,192,260,Afternoon
5715,2011-08-31,fall,2011,not holiday,3,weekend,good,39,182,221,Afternoon
5716,2011-08-31,fall,2011,not holiday,3,weekend,good,48,148,196,Afternoon
5717,2011-08-31,fall,2011,not holiday,3,weekend,good,34,138,172,Afternoon
5718,2011-08-31,fall,2011,not holiday,3,weekend,good,46,263,309,Afternoon
5719,2011-08-31,fall,2011,not holiday,3,weekend,good,83,525,608,Evening
5720,2011-08-31,fall,2011,not holiday,3,weekend,good,70,495,565,Evening
5721,2011-08-31,fall,2011,not holiday,3,weekend,good,53,393,446,Evening
5722,2011-08-31,fall,2011,not holiday,3,weekend,good,30,259,289,Evening
5723,2011-08-31,fall,2011,not holiday,3,weekend,good,27,174,201,night
5724,2011-08-31,fall,2011,not holiday,3,weekend,good,20,137,157,night
5725,2011-08-31,fall,2011,not holiday,3,weekend,good,24,60,84,night
5726,2011-09-01,fall,2011,not holiday,4,weekend,good,18,33,51,night
5727,2011-09-01,fall,2011,not holiday,4,weekend,good,7,14,21,night
5728,2011-09-01,fall,2011,not holiday,4,weekend,good,14,11,25,night
5729,2011-09-01,fall,2011,not holiday,4,weekend,good,7,7,14,night
5730,2011-09-01,fall,2011,not holiday,4,weekend,good,0,7,7,night
5731,2011-09-01,fall,2011,not holiday,4,weekend,good,1,22,23,Morning
5732,2011-09-01,fall,2011,not holiday,4,weekend,good,2,103,105,Morning
5733,2011-09-01,fall,2011,not holiday,4,weekend,good,7,335,342,Morning
5734,2011-09-01,fall,2011,not holiday,4,weekend,good,31,467,498,Morning
5735,2011-09-01,fall,2011,not holiday,4,weekend,good,29,178,207,Morning
5736,2011-09-01,fall,2011,not holiday,4,weekend,good,46,92,138,Morning
5737,2011-09-01,fall,2011,not holiday,4,weekend,good,51,141,192,Morning
5738,2011-09-01,fall,2011,not holiday,4,weekend,moderate,64,165,229,Afternoon
5739,2011-09-01,fall,2011,not holiday,4,weekend,moderate,50,169,219,Afternoon
5740,2011-09-01,fall,2011,not holiday,4,weekend,bad,54,144,198,Afternoon
5741,2011-09-01,fall,2011,not holiday,4,weekend,good,39,135,174,Afternoon
5742,2011-09-01,fall,2011,not holiday,4,weekend,good,55,253,308,Afternoon
5743,2011-09-01,fall,2011,not holiday,4,weekend,good,61,567,628,Evening
5744,2011-09-01,fall,2011,not holiday,4,weekend,good,69,462,531,Evening
5745,2011-09-01,fall,2011,not holiday,4,weekend,good,79,364,443,Evening
5746,2011-09-01,fall,2011,not holiday,4,weekend,good,33,247,280,Evening
5747,2011-09-01,fall,2011,not holiday,4,weekend,moderate,17,160,177,night
5748,2011-09-01,fall,2011,not holiday,4,weekend,moderate,34,145,179,night
5749,2011-09-01,fall,2011,not holiday,4,weekend,good,15,111,126,night
5750,2011-09-02,fall,2011,not holiday,5,weekend,good,6,58,64,night
5751,2011-09-02,fall,2011,not holiday,5,weekend,bad,4,28,32,night
5752,2011-09-02,fall,2011,not holiday,5,weekend,bad,9,11,20,night
5753,2011-09-02,fall,2011,not holiday,5,weekend,moderate,4,4,8,night
5754,2011-09-02,fall,2011,not holiday,5,weekend,good,2,2,4,night
5755,2011-09-02,fall,2011,not holiday,5,weekend,moderate,0,20,20,Morning
5756,2011-09-02,fall,2011,not holiday,5,weekend,good,3,73,76,Morning
5757,2011-09-02,fall,2011,not holiday,5,weekend,good,6,253,259,Morning
5758,2011-09-02,fall,2011,not holiday,5,weekend,good,22,434,456,Morning
5759,2011-09-02,fall,2011,not holiday,5,weekend,moderate,30,190,220,Morning
5760,2011-09-02,fall,2011,not holiday,5,weekend,moderate,34,106,140,Morning
5761,2011-09-02,fall,2011,not holiday,5,weekend,moderate,51,141,192,Morning
5762,2011-09-02,fall,2011,not holiday,5,weekend,moderate,82,178,260,Afternoon
5763,2011-09-02,fall,2011,not holiday,5,weekend,moderate,72,207,279,Afternoon
5764,2011-09-02,fall,2011,not holiday,5,weekend,moderate,75,208,283,Afternoon
5765,2011-09-02,fall,2011,not holiday,5,weekend,moderate,69,277,346,Afternoon
5766,2011-09-02,fall,2011,not holiday,5,weekend,moderate,82,299,381,Afternoon
5767,2011-09-02,fall,2011,not holiday,5,weekend,moderate,78,377,455,Evening
5768,2011-09-02,fall,2011,not holiday,5,weekend,moderate,50,305,355,Evening
5769,2011-09-02,fall,2011,not holiday,5,weekend,good,67,220,287,Evening
5770,2011-09-02,fall,2011,not holiday,5,weekend,good,38,158,196,Evening
5771,2011-09-02,fall,2011,not holiday,5,weekend,moderate,28,121,149,night
5772,2011-09-02,fall,2011,not holiday,5,weekend,moderate,33,114,147,night
5773,2011-09-02,fall,2011,not holiday,5,weekend,moderate,30,68,98,night
5774,2011-09-03,fall,2011,not holiday,6,weekday,moderate,22,65,87,night
5775,2011-09-03,fall,2011,not holiday,6,weekday,moderate,17,57,74,night
5776,2011-09-03,fall,2011,not holiday,6,weekday,moderate,15,26,41,night
5777,2011-09-03,fall,2011,not holiday,6,weekday,good,17,18,35,night
5778,2011-09-03,fall,2011,not holiday,6,weekday,good,3,4,7,night
5779,2011-09-03,fall,2011,not holiday,6,weekday,good,3,9,12,Morning
5780,2011-09-03,fall,2011,not holiday,6,weekday,good,4,19,23,Morning
5781,2011-09-03,fall,2011,not holiday,6,weekday,good,5,33,38,Morning
5782,2011-09-03,fall,2011,not holiday,6,weekday,good,24,65,89,Morning
5783,2011-09-03,fall,2011,not holiday,6,weekday,moderate,83,118,201,Morning
5784,2011-09-03,fall,2011,not holiday,6,weekday,bad,90,168,258,Morning
5785,2011-09-03,fall,2011,not holiday,6,weekday,bad,66,128,194,Morning
5786,2011-09-03,fall,2011,not holiday,6,weekday,good,97,160,257,Afternoon
5787,2011-09-03,fall,2011,not holiday,6,weekday,good,153,200,353,Afternoon
5788,2011-09-03,fall,2011,not holiday,6,weekday,moderate,204,176,380,Afternoon
5789,2011-09-03,fall,2011,not holiday,6,weekday,good,187,201,388,Afternoon
5790,2011-09-03,fall,2011,not holiday,6,weekday,good,186,188,374,Afternoon
5791,2011-09-03,fall,2011,not holiday,6,weekday,good,170,201,371,Evening
5792,2011-09-03,fall,2011,not holiday,6,weekday,good,160,179,339,Evening
5793,2011-09-03,fall,2011,not holiday,6,weekday,good,147,148,295,Evening
5794,2011-09-03,fall,2011,not holiday,6,weekday,good,99,120,219,Evening
5795,2011-09-03,fall,2011,not holiday,6,weekday,good,71,93,164,night
5796,2011-09-03,fall,2011,not holiday,6,weekday,good,66,96,162,night
5797,2011-09-03,fall,2011,not holiday,6,weekday,good,46,77,123,night
5798,2011-09-04,fall,2011,not holiday,0,weekday,good,33,76,109,night
5799,2011-09-04,fall,2011,not holiday,0,weekday,good,37,38,75,night
5800,2011-09-04,fall,2011,not holiday,0,weekday,good,17,43,60,night
5801,2011-09-04,fall,2011,not holiday,0,weekday,good,20,23,43,night
5802,2011-09-04,fall,2011,not holiday,0,weekday,good,0,4,4,night
5803,2011-09-04,fall,2011,not holiday,0,weekday,good,1,5,6,Morning
5804,2011-09-04,fall,2011,not holiday,0,weekday,good,0,3,3,Morning
5805,2011-09-04,fall,2011,not holiday,0,weekday,good,10,20,30,Morning
5806,2011-09-04,fall,2011,not holiday,0,weekday,good,21,49,70,Morning
5807,2011-09-04,fall,2011,not holiday,0,weekday,good,87,102,189,Morning
5808,2011-09-04,fall,2011,not holiday,0,weekday,good,150,147,297,Morning
5809,2011-09-04,fall,2011,not holiday,0,weekday,good,174,163,337,Morning
5810,2011-09-04,fall,2011,not holiday,0,weekday,good,214,221,435,Afternoon
5811,2011-09-04,fall,2011,not holiday,0,weekday,moderate,245,174,419,Afternoon
5812,2011-09-04,fall,2011,not holiday,0,weekday,good,205,156,361,Afternoon
5813,2011-09-04,fall,2011,not holiday,0,weekday,good,218,192,410,Afternoon
5814,2011-09-04,fall,2011,not holiday,0,weekday,good,196,141,337,Afternoon
5815,2011-09-04,fall,2011,not holiday,0,weekday,good,204,172,376,Evening
5816,2011-09-04,fall,2011,not holiday,0,weekday,good,187,169,356,Evening
5817,2011-09-04,fall,2011,not holiday,0,weekday,good,178,150,328,Evening
5818,2011-09-04,fall,2011,not holiday,0,weekday,good,104,125,229,Evening
5819,2011-09-04,fall,2011,not holiday,0,weekday,good,104,103,207,night
5820,2011-09-04,fall,2011,not holiday,0,weekday,moderate,70,85,155,night
5821,2011-09-04,fall,2011,not holiday,0,weekday,moderate,46,58,104,night
5822,2011-09-05,fall,2011,holiday,1,weekday,moderate,31,66,97,night
5823,2011-09-05,fall,2011,holiday,1,weekday,moderate,19,35,54,night
5824,2011-09-05,fall,2011,holiday,1,weekday,moderate,17,22,39,night
5825,2011-09-05,fall,2011,holiday,1,weekday,moderate,4,12,16,night
5826,2011-09-05,fall,2011,holiday,1,weekday,moderate,3,5,8,night
5827,2011-09-05,fall,2011,holiday,1,weekday,moderate,2,4,6,Morning
5828,2011-09-05,fall,2011,holiday,1,weekday,moderate,6,5,11,Morning
5829,2011-09-05,fall,2011,holiday,1,weekday,good,11,30,41,Morning
5830,2011-09-05,fall,2011,holiday,1,weekday,moderate,45,56,101,Morning
5831,2011-09-05,fall,2011,holiday,1,weekday,bad,63,89,152,Morning
5832,2011-09-05,fall,2011,holiday,1,weekday,moderate,107,137,244,Morning
5833,2011-09-05,fall,2011,holiday,1,weekday,moderate,101,207,308,Morning
5834,2011-09-05,fall,2011,holiday,1,weekday,moderate,141,212,353,Afternoon
5835,2011-09-05,fall,2011,holiday,1,weekday,moderate,154,235,389,Afternoon
5836,2011-09-05,fall,2011,holiday,1,weekday,good,145,212,357,Afternoon
5837,2011-09-05,fall,2011,holiday,1,weekday,moderate,111,142,253,Afternoon
5838,2011-09-05,fall,2011,holiday,1,weekday,moderate,92,192,284,Afternoon
5839,2011-09-05,fall,2011,holiday,1,weekday,moderate,37,77,114,Evening
5840,2011-09-05,fall,2011,holiday,1,weekday,good,31,92,123,Evening
5841,2011-09-05,fall,2011,holiday,1,weekday,bad,52,123,175,Evening
5842,2011-09-05,fall,2011,holiday,1,weekday,bad,26,56,82,Evening
5843,2011-09-05,fall,2011,holiday,1,weekday,moderate,20,40,60,night
5844,2011-09-05,fall,2011,holiday,1,weekday,moderate,15,49,64,night
5845,2011-09-05,fall,2011,holiday,1,weekday,bad,3,17,20,night
5846,2011-09-06,fall,2011,not holiday,2,weekend,bad,1,7,8,night
5847,2011-09-06,fall,2011,not holiday,2,weekend,bad,0,2,2,night
5848,2011-09-06,fall,2011,not holiday,2,weekend,bad,1,0,1,night
5849,2011-09-06,fall,2011,not holiday,2,weekend,moderate,1,3,4,night
5850,2011-09-06,fall,2011,not holiday,2,weekend,bad,1,20,21,Morning
5851,2011-09-06,fall,2011,not holiday,2,weekend,moderate,0,72,72,Morning
5852,2011-09-06,fall,2011,not holiday,2,weekend,moderate,6,166,172,Morning
5853,2011-09-06,fall,2011,not holiday,2,weekend,bad,15,349,364,Morning
5854,2011-09-06,fall,2011,not holiday,2,weekend,moderate,18,167,185,Morning
5855,2011-09-06,fall,2011,not holiday,2,weekend,bad,16,90,106,Morning
5856,2011-09-06,fall,2011,not holiday,2,weekend,bad,11,78,89,Morning
5857,2011-09-06,fall,2011,not holiday,2,weekend,bad,16,51,67,Afternoon
5858,2011-09-06,fall,2011,not holiday,2,weekend,bad,5,24,29,Afternoon
5859,2011-09-06,fall,2011,not holiday,2,weekend,bad,3,21,24,Afternoon
5860,2011-09-06,fall,2011,not holiday,2,weekend,bad,18,71,89,Afternoon
5861,2011-09-06,fall,2011,not holiday,2,weekend,bad,11,95,106,Afternoon
5862,2011-09-06,fall,2011,not holiday,2,weekend,moderate,15,276,291,Evening
5863,2011-09-06,fall,2011,not holiday,2,weekend,moderate,22,351,373,Evening
5864,2011-09-06,fall,2011,not holiday,2,weekend,moderate,12,269,281,Evening
5865,2011-09-06,fall,2011,not holiday,2,weekend,bad,13,150,163,Evening
5866,2011-09-06,fall,2011,not holiday,2,weekend,bad,12,109,121,night
5867,2011-09-06,fall,2011,not holiday,2,weekend,moderate,5,79,84,night
5868,2011-09-06,fall,2011,not holiday,2,weekend,bad,2,56,58,night
5869,2011-09-07,fall,2011,not holiday,3,weekend,moderate,1,12,13,night
5870,2011-09-07,fall,2011,not holiday,3,weekend,bad,2,3,5,night
5871,2011-09-07,fall,2011,not holiday,3,weekend,moderate,2,4,6,night
5872,2011-09-07,fall,2011,not holiday,3,weekend,bad,1,1,2,night
5873,2011-09-07,fall,2011,not holiday,3,weekend,bad,0,4,4,night
5874,2011-09-07,fall,2011,not holiday,3,weekend,moderate,1,15,16,Morning
5875,2011-09-07,fall,2011,not holiday,3,weekend,bad,1,74,75,Morning
5876,2011-09-07,fall,2011,not holiday,3,weekend,bad,3,83,86,Morning
5877,2011-09-07,fall,2011,not holiday,3,weekend,bad,9,319,328,Morning
5878,2011-09-07,fall,2011,not holiday,3,weekend,bad,14,176,190,Morning
5879,2011-09-07,fall,2011,not holiday,3,weekend,bad,3,63,66,Morning
5880,2011-09-07,fall,2011,not holiday,3,weekend,bad,1,9,10,Morning
5881,2011-09-07,fall,2011,not holiday,3,weekend,bad,1,21,22,Afternoon
5882,2011-09-07,fall,2011,not holiday,3,weekend,bad,2,9,11,Afternoon
5883,2011-09-07,fall,2011,not holiday,3,weekend,bad,1,24,25,Afternoon
5884,2011-09-07,fall,2011,not holiday,3,weekend,bad,3,55,58,Afternoon
5885,2011-09-07,fall,2011,not holiday,3,weekend,good,7,137,144,Afternoon
5886,2011-09-07,fall,2011,not holiday,3,weekend,bad,21,264,285,Evening
5887,2011-09-07,fall,2011,not holiday,3,weekend,bad,18,219,237,Evening
5888,2011-09-07,fall,2011,not holiday,3,weekend,moderate,14,212,226,Evening
5889,2011-09-07,fall,2011,not holiday,3,weekend,bad,3,93,96,Evening
5890,2011-09-07,fall,2011,not holiday,3,weekend,bad,4,34,38,night
5891,2011-09-07,fall,2011,not holiday,3,weekend,bad,3,26,29,night
5892,2011-09-07,fall,2011,not holiday,3,weekend,bad,3,21,24,night
5893,2011-09-08,fall,2011,not holiday,4,weekend,bad,3,11,14,night
5894,2011-09-08,fall,2011,not holiday,4,weekend,bad,0,4,4,night
5895,2011-09-08,fall,2011,not holiday,4,weekend,bad,0,2,2,night
5896,2011-09-08,fall,2011,not holiday,4,weekend,moderate,0,3,3,night
5897,2011-09-08,fall,2011,not holiday,4,weekend,bad,1,13,14,Morning
5898,2011-09-08,fall,2011,not holiday,4,weekend,bad,1,55,56,Morning
5899,2011-09-08,fall,2011,not holiday,4,weekend,bad,7,172,179,Morning
5900,2011-09-08,fall,2011,not holiday,4,weekend,bad,7,188,195,Morning
5901,2011-09-08,fall,2011,not holiday,4,weekend,moderate,4,65,69,Morning
5902,2011-09-08,fall,2011,not holiday,4,weekend,moderate,8,57,65,Morning
5903,2011-09-08,fall,2011,not holiday,4,weekend,moderate,16,82,98,Morning
5904,2011-09-08,fall,2011,not holiday,4,weekend,moderate,17,85,102,Afternoon
5905,2011-09-08,fall,2011,not holiday,4,weekend,moderate,14,112,126,Afternoon
5906,2011-09-08,fall,2011,not holiday,4,weekend,moderate,15,105,120,Afternoon
5907,2011-09-08,fall,2011,not holiday,4,weekend,bad,24,115,139,Afternoon
5908,2011-09-08,fall,2011,not holiday,4,weekend,bad,5,151,156,Afternoon
5909,2011-09-08,fall,2011,not holiday,4,weekend,bad,11,102,113,Evening
5910,2011-09-08,fall,2011,not holiday,4,weekend,bad,2,66,68,Evening
5911,2011-09-08,fall,2011,not holiday,4,weekend,bad,1,51,52,Evening
5912,2011-09-08,fall,2011,not holiday,4,weekend,moderate,6,83,89,Evening
5913,2011-09-08,fall,2011,not holiday,4,weekend,bad,6,76,82,night
5914,2011-09-08,fall,2011,not holiday,4,weekend,bad,5,65,70,night
5915,2011-09-08,fall,2011,not holiday,4,weekend,bad,0,26,26,night
5916,2011-09-09,fall,2011,not holiday,5,weekend,bad,1,15,16,night
5917,2011-09-09,fall,2011,not holiday,5,weekend,moderate,0,8,8,night
5918,2011-09-09,fall,2011,not holiday,5,weekend,moderate,1,7,8,night
5919,2011-09-09,fall,2011,not holiday,5,weekend,moderate,1,1,2,night
5920,2011-09-09,fall,2011,not holiday,5,weekend,bad,0,3,3,night
5921,2011-09-09,fall,2011,not holiday,5,weekend,moderate,0,14,14,Morning
5922,2011-09-09,fall,2011,not holiday,5,weekend,moderate,3,54,57,Morning
5923,2011-09-09,fall,2011,not holiday,5,weekend,bad,4,104,108,Morning
5924,2011-09-09,fall,2011,not holiday,5,weekend,bad,12,276,288,Morning
5925,2011-09-09,fall,2011,not holiday,5,weekend,bad,5,131,136,Morning
5926,2011-09-09,fall,2011,not holiday,5,weekend,moderate,2,27,29,Morning
5927,2011-09-09,fall,2011,not holiday,5,weekend,moderate,6,66,72,Morning
5928,2011-09-09,fall,2011,not holiday,5,weekend,good,4,71,75,Afternoon
5929,2011-09-09,fall,2011,not holiday,5,weekend,good,14,108,122,Afternoon
5930,2011-09-09,fall,2011,not holiday,5,weekend,good,29,119,148,Afternoon
5931,2011-09-09,fall,2011,not holiday,5,weekend,good,27,161,188,Afternoon
5932,2011-09-09,fall,2011,not holiday,5,weekend,good,41,244,285,Afternoon
5933,2011-09-09,fall,2011,not holiday,5,weekend,good,54,451,505,Evening
5934,2011-09-09,fall,2011,not holiday,5,weekend,good,33,377,410,Evening
5935,2011-09-09,fall,2011,not holiday,5,weekend,good,33,316,349,Evening
5936,2011-09-09,fall,2011,not holiday,5,weekend,good,30,180,210,Evening
5937,2011-09-09,fall,2011,not holiday,5,weekend,good,49,154,203,night
5938,2011-09-09,fall,2011,not holiday,5,weekend,good,33,127,160,night
5939,2011-09-09,fall,2011,not holiday,5,weekend,good,35,113,148,night
5940,2011-09-10,fall,2011,not holiday,6,weekday,good,32,84,116,night
5941,2011-09-10,fall,2011,not holiday,6,weekday,moderate,16,67,83,night
5942,2011-09-10,fall,2011,not holiday,6,weekday,moderate,18,46,64,night
5943,2011-09-10,fall,2011,not holiday,6,weekday,good,8,29,37,night
5944,2011-09-10,fall,2011,not holiday,6,weekday,good,3,4,7,night
5945,2011-09-10,fall,2011,not holiday,6,weekday,good,2,6,8,Morning
5946,2011-09-10,fall,2011,not holiday,6,weekday,good,0,6,6,Morning
5947,2011-09-10,fall,2011,not holiday,6,weekday,good,9,43,52,Morning
5948,2011-09-10,fall,2011,not holiday,6,weekday,good,16,103,119,Morning
5949,2011-09-10,fall,2011,not holiday,6,weekday,good,39,168,207,Morning
5950,2011-09-10,fall,2011,not holiday,6,weekday,good,85,233,318,Morning
5951,2011-09-10,fall,2011,not holiday,6,weekday,good,108,252,360,Morning
5952,2011-09-10,fall,2011,not holiday,6,weekday,good,144,260,404,Afternoon
5953,2011-09-10,fall,2011,not holiday,6,weekday,good,131,239,370,Afternoon
5954,2011-09-10,fall,2011,not holiday,6,weekday,good,129,230,359,Afternoon
5955,2011-09-10,fall,2011,not holiday,6,weekday,good,217,263,480,Afternoon
5956,2011-09-10,fall,2011,not holiday,6,weekday,good,170,261,431,Afternoon
5957,2011-09-10,fall,2011,not holiday,6,weekday,good,185,275,460,Evening
5958,2011-09-10,fall,2011,not holiday,6,weekday,good,119,241,360,Evening
5959,2011-09-10,fall,2011,not holiday,6,weekday,good,101,214,315,Evening
5960,2011-09-10,fall,2011,not holiday,6,weekday,good,78,167,245,Evening
5961,2011-09-10,fall,2011,not holiday,6,weekday,good,59,171,230,night
5962,2011-09-10,fall,2011,not holiday,6,weekday,good,49,126,175,night
5963,2011-09-10,fall,2011,not holiday,6,weekday,moderate,32,107,139,night
5964,2011-09-11,fall,2011,not holiday,0,weekday,good,29,79,108,night
5965,2011-09-11,fall,2011,not holiday,0,weekday,moderate,22,66,88,night
5966,2011-09-11,fall,2011,not holiday,0,weekday,moderate,16,60,76,night
5967,2011-09-11,fall,2011,not holiday,0,weekday,moderate,15,30,45,night
5968,2011-09-11,fall,2011,not holiday,0,weekday,good,3,6,9,night
5969,2011-09-11,fall,2011,not holiday,0,weekday,good,15,24,39,Morning
